[0.20270270270270271, 0.018018018018018018, 0.0045045045045045045]
[0.16666666666666666, 0.0045045045045045045, 0.009009009009009009]
[0.0045045045045045045, 0.009009009009009009, 0.0045045045045045045]
[0.0045045045045045045, 0.0045045045045045045, 0.009009009009009009]
[0.009009009009009009, 0.11711711711711711, 0.009009009009009009]
[0.2972972972972973, 0.013513513513513514, 0.0045045045045045045]
[0.0045045045045045045, 0.009009009009009009, 0.8288288288288288]
[0.009009009009009009, 0.0045045045045045045, 0.03153153153153153]
[0.009009009009009009, 0.0045045045045045045, 0.0045045045045045045]
[0.0045045045045045045, 0.0045045045045045045, 0.018018018018018018]
[0.0045045045045045045, 0.0045045045045045045, 0.0045045045045045045]
[0.03153153153153153, 0.0045045045045045045, 0.009009009009009009]
[0.0045045045045045045, 0.0045045045045045045, 0.009009009009009009]
[0.0045045045045045045, 0.0045045045045045045, 0.0045045045045045045]
[0.02252252252252252, 0.0045045045045045045, 0.013513513513513514]
[0.1891891891891892, 0.0045045045045045045, 0.0045045045045045045]
[0.009009009009009009, 0.009009009009009009, 0.0045045045045045045]
[0.013513513513513514, 0.0045045045045045045, 0.0045045045045045045]
[0.0045045045045045045, 0.0045045045045045045, 0.009009009009009009]
[0.0045045045045045045, 0.7657657657657657, 0.013513513513513514]
